43	43	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
43	43	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
43	43	0	0	0	0	0	0	28	28	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	73	74	75	0	0	0	0	43	43	0	0	0	0	0	0	0	0	0	0	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	60	61	62	63	0	0	0	0	0	48	49	50	51	0	0	126	126
43	43	0	0	0	0	0	0	28	28	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	85	86	87	0	0	0	0	43	43	0	0	0	0	0	0	2	0	0	0	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	72	73	74	75	0	0	0	0	0	60	61	62	63	0	0	126	126
43	43	0	0	0	0	0	0	28	28	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	43	43	43	43	43	43	43	43	43	0	0	28	28	28	0	0	0	0	0	0	43	43	0	44	45	46	0	0	1	1	1	1	1	0	0	0	44	45	46	0	0	1	1	1	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	84	85	86	87	0	0	2	0	0	72	73	74	75	0	0	126	126
43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	48	49	50	51	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	49	50	51	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	28	0	0	0	0	0	43	43	43	43	43	43	43	43	43	43	0	0	28	27	27	0	0	0	0	0	0	43	43	0	56	57	58	0	0	1	2	1	2	2	2	0	0	56	57	58	0	0	1	2	1	2	2	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	85	86	87	0	0	126	126
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	0	0	44	45	46	0	0	0	48	49	50	51	3	3	0	0	0	0	0	0	60	61	62	63	0	0	0	1	2	1	2	1	1	0	0	0	0	0	0	48	49	50	51	0	0	0	1	1	1	1	1	0	0	0	0	0	60	61	62	63	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28	27	27	0	0	0	0	0	43	43	1	1	1	1	1	0	0	0	0	0	28	27	27	0	0	0	43	43	43	43	43	0	68	69	70	0	0	2	1	1	2	1	1	0	0	68	69	70	0	0	2	1	1	2	1	1	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	126	126
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	0	0	56	57	58	2	2	0	60	61	62	63	15	15	0	0	0	43	43	3	72	73	74	75	0	3	0	2	1	0	2	1	1	0	0	0	0	0	0	60	61	62	63	0	0	0	1	2	1	2	1	1	0	0	0	3	72	73	74	75	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	27	27	0	0	0	0	0	43	43	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	1	0	0	0	0	0	0	1	1	2	2	1	1	1	0	0	0	2	1	0	2	0	0	0	43	43	43	43	43	43	43	0	0	1	1	1	1	1	0	0	0	0	2	0	126	126
126	126	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	43	43	0	0	68	69	70	0	0	0	72	73	74	75	3	3	0	0	0	43	43	15	84	85	86	87	0	15	0	2	2	2	2	1	1	1	0	0	0	0	3	72	73	74	75	0	3	0	2	1	0	2	1	1	0	0	0	15	84	85	86	87	0	15	0	2	2	2	0	0	0	0	0	0	0	0	48	49	50	51	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	43	2	1	0	2	2	1	0	0	0	0	0	48	49	50	51	0	43	0	28	28	28	0	0	0	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	0	0	2	2	2	2	0	0	0	43	43	43	43	43	43	43	0	0	1	2	1	2	2	2	0	0	0	0	0	126	126
126	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	43	0	0	0	0	0	0	2	0	84	85	86	87	15	15	0	0	0	43	43	0	0	0	0	0	3	0	0	2	0	2	2	2	0	0	0	0	0	0	15	84	85	86	87	0	15	0	2	2	2	2	1	1	1	0	0	0	0	0	0	0	3	0	0	2	0	2	0	2	0	0	0	0	0	0	60	61	62	63	0	0	0	1	2	1	0	0	0	0	0	3	4	4	3	0	0	0	0	0	0	43	43	2	2	2	2	1	1	1	0	0	0	0	60	61	62	63	0	43	0	28	27	27	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	43	43	0	0	2	1	0	2	2	1	0	0	0	0	0	126	126
